image,sex,emotion,age,face_direction
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_15.jpg,MALE,HAPPINESS,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_150.jpg,MALE,HAPPINESS,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_151.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_152.jpg,MALE,HAPPINESS,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_153.jpg,MALE,HAPPINESS,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_157.jpg,MALE,ANGER,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_158.jpg,MALE,NEUTRAL,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_159.jpg,MALE,ANGER,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_16.jpg,MALE,HAPPINESS,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_160.jpg,MALE,ANGER,OLD,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_161.jpg,MALE,NEUTRAL,OLD,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_162.jpg,MALE,ANGER,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_163.jpg,MALE,NEUTRAL,OLD,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_164.jpg,MALE,NEUTRAL,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_165.jpg,MALE,NEUTRAL,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_168.jpg,MALE,NEUTRAL,OLD,DOWN
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_17.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_170.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_172.jpg,MALE,NEUTRAL,OLD,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_173.jpg,MALE,NEUTRAL,OLD,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_174.jpg,MALE,ANGER,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_175.jpg,MALE,ANGER,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_176.jpg,MALE,NEUTRAL,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_177.jpg,MALE,NEUTRAL,OLD,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_178.jpg,MALE,HAPPINESS,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_179.jpg,MALE,NEUTRAL,OLD,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_18.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_180.jpg,MALE,ANGER,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_181.jpg,MALE,ANGER,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_182.jpg,MALE,ANGER,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_184.jpg,MALE,NEUTRAL,OLD,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_185.jpg,MALE,HAPPINESS,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_186.jpg,MALE,ANGER,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_187.jpg,MALE,NEUTRAL,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_188.jpg,MALE,SADNESS,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_189.jpg,MALE,SADNESS,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_191.jpg,MALE,NEUTRAL,OLD,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_195.jpg,MALE,ANGER,OLD,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_198.jpg,MALE,HAPPINESS,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_199.jpg,MALE,HAPPINESS,OLD,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_2.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_20.jpg,MALE,NEUTRAL,MIDDLE,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_21.jpg,MALE,HAPPINESS,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_23.jpg,MALE,HAPPINESS,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_25.jpg,MALE,NEUTRAL,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_27.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_3.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_30.jpg,MALE,NEUTRAL,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_31.jpg,MALE,NEUTRAL,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_32.jpg,MALE,ANGER,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_33.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_34.jpg,MALE,ANGER,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_37.jpg,MALE,ANGER,MIDDLE,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_38.jpg,MALE,ANGER,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_4.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_40.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_41.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_42.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_43.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_44.jpg,MALE,NEUTRAL,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_45.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_47.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_48.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_49.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_5.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_50.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_52.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_54.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_55.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_57.jpg,MALE,NEUTRAL,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_59.jpg,MALE,ANGER,MIDDLE,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_60.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_61.jpg,MALE,NEUTRAL,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_63.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_66.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_68.jpg,MALE,HAPPINESS,MIDDLE,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_69.jpg,MALE,NEUTRAL,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_7.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_70.jpg,MALE,HAPPINESS,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_71.jpg,MALE,ANGER,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_72.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_73.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_74.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_75.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_76.jpg,MALE,HAPPINESS,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_77.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_78.jpg,MALE,HAPPINESS,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_79.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_8.jpg,MALE,NEUTRAL,MIDDLE,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_80.jpg,MALE,NEUTRAL,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_81.jpg,MALE,NEUTRAL,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_82.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_83.jpg,MALE,NEUTRAL,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_84.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_85.jpg,MALE,ANGER,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_87.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_88.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_89.jpg,MALE,ANGER,MIDDLE,UP
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_9.jpg,MALE,HAPPINESS,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_90.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_91.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_92.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_93.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_94.jpg,MALE,ANGER,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_95.jpg,MALE,HAPPINESS,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_96.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_97.jpg,MALE,NEUTRAL,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_98.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_99.jpg,MALE,NEUTRAL,MIDDLE,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_100.jpg,MALE,DISGUST,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_124.jpg,MALE,DISGUST,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_146.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_147.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_149.jpg,MALE,DISGUST,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_152.jpg,MALE,DISGUST,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_153.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_154.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_157.jpg,MALE,DISGUST,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_158.jpg,MALE,DISGUST,YOUNG,FRONTAL
