image,sex,emotion,age,face_direction,sex_cat,emotion_cat,age_cat,face_dir_cat
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_180.jpg,MALE,ANGER,OLD,FRONTAL,1,0,1,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_181.jpg,MALE,ANGER,OLD,FRONTAL,1,0,1,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_182.jpg,MALE,ANGER,OLD,FRONTAL,1,0,1,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_185.jpg,MALE,HAPPINESS,OLD,FRONTAL,1,3,1,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_186.jpg,MALE,ANGER,OLD,FRONTAL,1,0,1,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_187.jpg,MALE,NEUTRAL,OLD,FRONTAL,1,4,1,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_189.jpg,MALE,SADNESS,OLD,FRONTAL,1,5,1,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_195.jpg,MALE,ANGER,OLD,RIGHT,1,0,1,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_199.jpg,MALE,HAPPINESS,OLD,FRONTAL,1,3,1,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_2.jpg,MALE,ANGER,MIDDLE,FRONTAL,1,0,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_25.jpg,MALE,NEUTRAL,MIDDLE,LEFT,1,4,0,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_27.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_3.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_30.jpg,MALE,NEUTRAL,MIDDLE,LEFT,1,4,0,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_32.jpg,MALE,ANGER,MIDDLE,LEFT,1,0,0,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_4.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_40.jpg,MALE,ANGER,MIDDLE,FRONTAL,1,0,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_41.jpg,MALE,ANGER,MIDDLE,FRONTAL,1,0,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_42.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_43.jpg,MALE,ANGER,MIDDLE,FRONTAL,1,0,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_47.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_5.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_50.jpg,MALE,ANGER,MIDDLE,FRONTAL,1,0,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_52.jpg,MALE,ANGER,MIDDLE,FRONTAL,1,0,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_54.jpg,MALE,ANGER,MIDDLE,FRONTAL,1,0,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_55.jpg,MALE,ANGER,MIDDLE,FRONTAL,1,0,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_57.jpg,MALE,NEUTRAL,MIDDLE,LEFT,1,4,0,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_59.jpg,MALE,ANGER,MIDDLE,RIGHT,1,0,0,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_66.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_68.jpg,MALE,HAPPINESS,MIDDLE,RIGHT,1,3,0,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_7.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_70.jpg,MALE,HAPPINESS,MIDDLE,LEFT,1,3,0,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_72.jpg,MALE,ANGER,MIDDLE,FRONTAL,1,0,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_73.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_74.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_75.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_78.jpg,MALE,HAPPINESS,MIDDLE,FRONTAL,1,3,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_79.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_8.jpg,MALE,NEUTRAL,MIDDLE,RIGHT,1,4,0,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_81.jpg,MALE,NEUTRAL,MIDDLE,LEFT,1,4,0,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_82.jpg,MALE,ANGER,MIDDLE,FRONTAL,1,0,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_84.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_85.jpg,MALE,ANGER,MIDDLE,LEFT,1,0,0,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_87.jpg,MALE,ANGER,MIDDLE,FRONTAL,1,0,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_88.jpg,MALE,ANGER,MIDDLE,FRONTAL,1,0,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_91.jpg,MALE,ANGER,MIDDLE,FRONTAL,1,0,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_94.jpg,MALE,ANGER,MIDDLE,FRONTAL,1,0,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_189.jpg,MALE,DISGUST,YOUNG,RIGHT,1,1,2,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_427.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_430.jpg,MALE,SADNESS,YOUNG,UP,1,5,2,4
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_1.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_10.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_11.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_12.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_14.jpg,MALE,HAPPINESS,YOUNG,RIGHT,1,3,2,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_15.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_16.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_17.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_20.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_21.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_22.jpg,MALE,HAPPINESS,YOUNG,RIGHT,1,3,2,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_23.jpg,MALE,HAPPINESS,YOUNG,RIGHT,1,3,2,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_25.jpg,MALE,HAPPINESS,YOUNG,RIGHT,1,3,2,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_29.jpg,MALE,HAPPINESS,YOUNG,RIGHT,1,3,2,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_3.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_30.jpg,MALE,HAPPINESS,YOUNG,LEFT,1,3,2,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_31.jpg,MALE,HAPPINESS,YOUNG,LEFT,1,3,2,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_34.jpg,MALE,HAPPINESS,YOUNG,LEFT,1,3,2,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_36.jpg,MALE,HAPPINESS,YOUNG,LEFT,1,3,2,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_4.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_40.jpg,MALE,HAPPINESS,YOUNG,LEFT,1,3,2,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_41.jpg,MALE,HAPPINESS,YOUNG,LEFT,1,3,2,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_42.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_43.jpg,MALE,HAPPINESS,YOUNG,LEFT,1,3,2,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_44.jpg,MALE,HAPPINESS,YOUNG,LEFT,1,3,2,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_45.jpg,MALE,HAPPINESS,YOUNG,LEFT,1,3,2,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_51.jpg,MALE,HAPPINESS,YOUNG,RIGHT,1,3,2,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_52.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_55.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_56.jpg,MALE,HAPPINESS,YOUNG,RIGHT,1,3,2,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_58.jpg,MALE,HAPPINESS,YOUNG,RIGHT,1,3,2,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_59.jpg,MALE,HAPPINESS,YOUNG,FRONTAL,1,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_60.jpg,MALE,HAPPINESS,YOUNG,RIGHT,1,3,2,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_62.jpg,MALE,HAPPINESS,YOUNG,RIGHT,1,3,2,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_64.jpg,MALE,HAPPINESS,YOUNG,RIGHT,1,3,2,3
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_7.jpg,MALE,HAPPINESS,YOUNG,LEFT,1,3,2,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_71.jpg,MALE,SADNESS,YOUNG,FRONTAL,1,5,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_74.jpg,MALE,SADNESS,YOUNG,UP,1,5,2,4
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_75.jpg,MALE,SADNESS,YOUNG,UP,1,5,2,4
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_9.jpg,MALE,HAPPINESS,YOUNG,LEFT,1,3,2,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AkshayKumar/Blue/images/AkshayKumar_4.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AkshayKumar/Blue/images/AkshayKumar_5.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/AkshayKumar/Blue/images/AkshayKumar_7.jpg,MALE,NEUTRAL,MIDDLE,FRONTAL,1,4,0,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/SharmilaTagore/ChupkeChupke/images/SharmilaTagore_47.jpg,FEMALE,HAPPINESS,YOUNG,FRONTAL,0,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/SharmilaTagore/ChupkeChupke/images/SharmilaTagore_49.jpg,FEMALE,HAPPINESS,YOUNG,UP,0,3,2,4
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/SharmilaTagore/ChupkeChupke/images/SharmilaTagore_50.jpg,FEMALE,HAPPINESS,YOUNG,FRONTAL,0,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/SharmilaTagore/ChupkeChupke/images/SharmilaTagore_77.jpg,FEMALE,HAPPINESS,YOUNG,FRONTAL,0,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/SharmilaTagore/ChupkeChupke/images/SharmilaTagore_79.jpg,FEMALE,HAPPINESS,YOUNG,FRONTAL,0,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/SharmilaTagore/ChupkeChupke/images/SharmilaTagore_80.jpg,FEMALE,HAPPINESS,YOUNG,FRONTAL,0,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/SharmilaTagore/ChupkeChupke/images/SharmilaTagore_81.jpg,FEMALE,HAPPINESS,YOUNG,FRONTAL,0,3,2,1
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_107.jpg,MALE,SADNESS,YOUNG,LEFT,1,5,2,2
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_111.jpg,MALE,SADNESS,YOUNG,DOWN,1,5,2,0
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_122.jpg,MALE,NEUTRAL,YOUNG,RIGHT,1,4,2,3
