,name,c1,c2,c3,c4,movie,actor,sex,emotion,age,face_direction
40,Vajramuni_4.jpg,92,55,98,128,odahuttidavaru,Vajramuni,MALE,NEUTRAL,MIDDLE,FRONTAL
41,Vajramuni_40.jpg,227,70,28,37,odahuttidavaru,Vajramuni,MALE,HAPPINESS,MIDDLE,DOWN
42,Vajramuni_41.jpg,183,59,27,30,odahuttidavaru,Vajramuni,MALE,HAPPINESS,MIDDLE,UP
43,Vajramuni_42.jpg,186,59,26,30,odahuttidavaru,Vajramuni,MALE,HAPPINESS,MIDDLE,UP
44,Vajramuni_45.jpg,161,49,24,38,odahuttidavaru,Vajramuni,MALE,HAPPINESS,MIDDLE,RIGHT
45,Vajramuni_49.jpg,115,48,27,40,odahuttidavaru,Vajramuni,MALE,HAPPINESS,MIDDLE,RIGHT
46,Vajramuni_5.jpg,84,54,97,130,odahuttidavaru,Vajramuni,MALE,ANGER,MIDDLE,RIGHT
47,Vajramuni_50.jpg,134,60,30,38,odahuttidavaru,Vajramuni,MALE,HAPPINESS,MIDDLE,DOWN
48,Vajramuni_51.jpg,145,50,26,38,odahuttidavaru,Vajramuni,MALE,HAPPINESS,MIDDLE,DOWN
49,Vajramuni_52.jpg,137,48,26,37,odahuttidavaru,Vajramuni,MALE,ANGER,MIDDLE,RIGHT
50,Vajramuni_53.jpg,119,96,25,35,odahuttidavaru,Vajramuni,MALE,HAPPINESS,MIDDLE,RIGHT
51,Vajramuni_54.jpg,100,85,25,34,odahuttidavaru,Vajramuni,MALE,NEUTRAL,MIDDLE,RIGHT
52,Vajramuni_56.jpg,85,54,28,39,odahuttidavaru,Vajramuni,MALE,ANGER,MIDDLE,RIGHT
53,Vajramuni_6.jpg,85,56,82,124,odahuttidavaru,Vajramuni,MALE,NEUTRAL,MIDDLE,LEFT
54,Vajramuni_60.jpg,85,54,72,93,odahuttidavaru,Vajramuni,MALE,FEAR,MIDDLE,FRONTAL
55,Vajramuni_61.jpg,87,39,70,85,odahuttidavaru,Vajramuni,MALE,ANGER,MIDDLE,UP
56,Vajramuni_63.jpg,85,73,80,99,odahuttidavaru,Vajramuni,MALE,SADNESS,MIDDLE,FRONTAL
57,Vajramuni_65.jpg,83,56,78,104,odahuttidavaru,Vajramuni,MALE,FEAR,MIDDLE,FRONTAL
58,Vajramuni_67.jpg,82,55,87,96,odahuttidavaru,Vajramuni,MALE,ANGER,MIDDLE,FRONTAL
59,Vajramuni_69.jpg,84,48,77,105,odahuttidavaru,Vajramuni,MALE,SADNESS,MIDDLE,FRONTAL
60,Vajramuni_74.jpg,250,63,19,27,odahuttidavaru,Vajramuni,MALE,NEUTRAL,MIDDLE,RIGHT
61,Vajramuni_75.jpg,123,111,18,21,odahuttidavaru,Vajramuni,MALE,NEUTRAL,MIDDLE,LEFT
62,Vajramuni_76.jpg,138,111,18,24,odahuttidavaru,Vajramuni,MALE,NEUTRAL,MIDDLE,LEFT
63,Vajramuni_77.jpg,169,52,22,37,odahuttidavaru,Vajramuni,MALE,ANGER,MIDDLE,LEFT
64,Vajramuni_78.jpg,130,53,17,32,odahuttidavaru,Vajramuni,MALE,NEUTRAL,MIDDLE,RIGHT
65,Vajramuni_79.jpg,119,63,75,95,odahuttidavaru,Vajramuni,MALE,NEUTRAL,MIDDLE,RIGHT
66,Vajramuni_8.jpg,190,51,57,64,odahuttidavaru,Vajramuni,MALE,ANGER,MIDDLE,LEFT
67,Vajramuni_80.jpg,234,23,47,65,odahuttidavaru,Vajramuni,MALE,NEUTRAL,MIDDLE,DOWN
68,Vajramuni_81.jpg,145,67,34,46,odahuttidavaru,Vajramuni,MALE,NEUTRAL,MIDDLE,DOWN
69,Vajramuni_83.jpg,187,45,74,95,odahuttidavaru,Vajramuni,MALE,HAPPINESS,MIDDLE,FRONTAL
70,Vajramuni_85.jpg,166,61,38,51,odahuttidavaru,Vajramuni,MALE,HAPPINESS,MIDDLE,LEFT
71,Vajramuni_86.jpg,137,58,36,49,odahuttidavaru,Vajramuni,MALE,HAPPINESS,MIDDLE,RIGHT
72,Vajramuni_88.jpg,65,48,51,64,odahuttidavaru,Vajramuni,MALE,SADNESS,MIDDLE,LEFT
73,Vajramuni_90.jpg,60,58,103,124,odahuttidavaru,Vajramuni,MALE,SURPRISE,MIDDLE,LEFT
74,Vajramuni_93.jpg,77,78,99,121,odahuttidavaru,Vajramuni,MALE,ANGER,MIDDLE,FRONTAL
75,Vajramuni_97.jpg,66,47,88,110,odahuttidavaru,Vajramuni,MALE,ANGER,MIDDLE,FRONTAL
76,Vajramuni_99.jpg,244,43,32,40,odahuttidavaru,Vajramuni,MALE,NEUTRAL,MIDDLE,RIGHT
0,AmrishPuri_1.jpg,42,25,227,263,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
1,AmrishPuri_10.jpg,41,8,190,224,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,RIGHT
2,AmrishPuri_100.jpg,85,14,185,293,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,RIGHT
3,AmrishPuri_101.jpg,20,8,74,95,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,FRONTAL
4,AmrishPuri_102.jpg,9,3,118,149,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,DOWN
5,AmrishPuri_103.jpg,65,12,221,315,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,FRONTAL
6,AmrishPuri_104.jpg,52,19,288,376,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
7,AmrishPuri_105.jpg,64,24,285,381,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
8,AmrishPuri_106.jpg,43,14,92,135,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,RIGHT
9,AmrishPuri_107.jpg,35,15,149,182,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
10,AmrishPuri_108.jpg,56,21,172,246,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
11,AmrishPuri_109.jpg,133,33,305,487,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,RIGHT
12,AmrishPuri_11.jpg,49,5,241,310,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,FRONTAL
13,AmrishPuri_110.jpg,48,10,181,245,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
14,AmrishPuri_111.jpg,64,9,272,381,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
15,AmrishPuri_114.jpg,73,19,338,451,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
16,AmrishPuri_115.jpg,128,31,306,480,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,FRONTAL
17,AmrishPuri_116.jpg,96,12,270,385,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
18,AmrishPuri_117.jpg,75,31,281,403,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
19,AmrishPuri_121.jpg,76,18,331,457,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
20,AmrishPuri_125.jpg,15,5,79,107,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
21,AmrishPuri_129.jpg,49,7,281,383,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
22,AmrishPuri_13.jpg,11,12,192,286,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,LEFT
23,AmrishPuri_130.jpg,58,8,208,345,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
24,AmrishPuri_131.jpg,35,8,183,261,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
25,AmrishPuri_132.jpg,29,5,125,213,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,LEFT
26,AmrishPuri_136.jpg,14,2,110,148,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
27,AmrishPuri_137.jpg,23,5,117,161,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
28,AmrishPuri_138.jpg,30,10,69,112,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,RIGHT
29,AmrishPuri_139.jpg,71,7,265,410,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
30,AmrishPuri_14.jpg,24,27,207,302,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,LEFT
31,AmrishPuri_140.jpg,76,11,250,410,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
32,AmrishPuri_141.jpg,109,18,261,418,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
33,AmrishPuri_142.jpg,48,11,311,470,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
34,AmrishPuri_144.jpg,75,8,293,451,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
35,AmrishPuri_145.jpg,60,4,187,269,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
36,AmrishPuri_146.jpg,72,3,119,196,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,RIGHT
37,AmrishPuri_147.jpg,56,6,298,430,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
38,AmrishPuri_148.jpg,19,4,104,149,Misc,AmrishPuri,MALE,SURPRISE,MIDDLE,FRONTAL
39,AmrishPuri_149.jpg,35,8,191,269,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
40,AmrishPuri_15.jpg,43,28,219,282,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,FRONTAL
41,AmrishPuri_150.jpg,45,4,162,244,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,FRONTAL
42,AmrishPuri_151.jpg,100,12,309,470,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
43,AmrishPuri_152.jpg,5,4,150,222,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,LEFT
44,AmrishPuri_153.jpg,4,18,146,226,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,LEFT
45,AmrishPuri_154.jpg,20,8,98,142,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,LEFT
46,AmrishPuri_157.jpg,92,46,361,494,Misc,AmrishPuri,MALE,ANGER,OLD,FRONTAL
47,AmrishPuri_158.jpg,32,4,139,167,Misc,AmrishPuri,MALE,NEUTRAL,OLD,FRONTAL
48,AmrishPuri_159.jpg,44,38,214,274,Misc,AmrishPuri,MALE,ANGER,OLD,FRONTAL
49,AmrishPuri_16.jpg,30,23,213,278,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,FRONTAL
50,AmrishPuri_160.jpg,30,17,252,353,Misc,AmrishPuri,MALE,ANGER,OLD,LEFT
51,AmrishPuri_161.jpg,1,13,249,368,Misc,AmrishPuri,MALE,NEUTRAL,OLD,LEFT
52,AmrishPuri_162.jpg,28,11,118,147,Misc,AmrishPuri,MALE,ANGER,OLD,FRONTAL
53,AmrishPuri_163.jpg,67,19,160,211,Misc,AmrishPuri,MALE,NEUTRAL,OLD,RIGHT
54,AmrishPuri_164.jpg,103,34,384,514,Misc,AmrishPuri,MALE,NEUTRAL,OLD,FRONTAL
55,AmrishPuri_165.jpg,55,13,249,345,Misc,AmrishPuri,MALE,NEUTRAL,OLD,FRONTAL
56,AmrishPuri_167.jpg,20,7,96,140,Misc,AmrishPuri,MALE,NEUTRAL,OLD,LEFT
57,AmrishPuri_168.jpg,29,3,113,145,Misc,AmrishPuri,MALE,NEUTRAL,OLD,DOWN
58,AmrishPuri_17.jpg,10,36,374,411,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
59,AmrishPuri_170.jpg,74,40,288,377,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
60,AmrishPuri_171.jpg,22,10,91,120,Misc,AmrishPuri,MALE,NEUTRAL,OLD,FRONTAL
61,AmrishPuri_172.jpg,8,8,190,268,Misc,AmrishPuri,MALE,NEUTRAL,OLD,LEFT
62,AmrishPuri_173.jpg,117,23,303,438,Misc,AmrishPuri,MALE,NEUTRAL,OLD,RIGHT
63,AmrishPuri_174.jpg,81,18,277,405,Misc,AmrishPuri,MALE,ANGER,OLD,FRONTAL
64,AmrishPuri_175.jpg,98,36,254,378,Misc,AmrishPuri,MALE,ANGER,OLD,FRONTAL
65,AmrishPuri_176.jpg,46,18,108,153,Misc,AmrishPuri,MALE,NEUTRAL,OLD,FRONTAL
66,AmrishPuri_177.jpg,29,28,218,306,Misc,AmrishPuri,MALE,NEUTRAL,OLD,LEFT
67,AmrishPuri_178.jpg,62,22,210,288,Misc,AmrishPuri,MALE,HAPPINESS,OLD,FRONTAL
68,AmrishPuri_179.jpg,73,18,205,281,Misc,AmrishPuri,MALE,NEUTRAL,OLD,RIGHT
69,AmrishPuri_18.jpg,48,18,360,451,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
70,AmrishPuri_180.jpg,87,22,219,314,Misc,AmrishPuri,MALE,ANGER,OLD,FRONTAL
71,AmrishPuri_181.jpg,85,21,308,440,Misc,AmrishPuri,MALE,ANGER,OLD,FRONTAL
72,AmrishPuri_182.jpg,96,31,333,437,Misc,AmrishPuri,MALE,ANGER,OLD,FRONTAL
73,AmrishPuri_184.jpg,18,22,189,254,Misc,AmrishPuri,MALE,NEUTRAL,OLD,LEFT
74,AmrishPuri_185.jpg,42,20,221,296,Misc,AmrishPuri,MALE,HAPPINESS,OLD,FRONTAL
75,AmrishPuri_186.jpg,78,65,301,397,Misc,AmrishPuri,MALE,ANGER,OLD,FRONTAL
76,AmrishPuri_187.jpg,89,48,302,434,Misc,AmrishPuri,MALE,NEUTRAL,OLD,FRONTAL
77,AmrishPuri_188.jpg,69,19,169,273,Misc,AmrishPuri,MALE,SADNESS,OLD,FRONTAL
78,AmrishPuri_189.jpg,90,34,245,371,Misc,AmrishPuri,MALE,SADNESS,OLD,FRONTAL
79,AmrishPuri_190.jpg,16,11,81,119,Misc,AmrishPuri,MALE,SADNESS,OLD,LEFT
80,AmrishPuri_191.jpg,81,28,192,261,Misc,AmrishPuri,MALE,NEUTRAL,OLD,RIGHT
81,AmrishPuri_195.jpg,81,21,220,308,Misc,AmrishPuri,MALE,ANGER,OLD,RIGHT
82,AmrishPuri_198.jpg,40,24,169,243,Misc,AmrishPuri,MALE,HAPPINESS,OLD,FRONTAL
83,AmrishPuri_199.jpg,70,60,253,351,Misc,AmrishPuri,MALE,HAPPINESS,OLD,FRONTAL
84,AmrishPuri_2.jpg,40,40,226,237,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
85,AmrishPuri_20.jpg,77,14,174,242,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,RIGHT
86,AmrishPuri_21.jpg,28,4,163,188,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,FRONTAL
87,AmrishPuri_23.jpg,49,16,193,227,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,FRONTAL
88,AmrishPuri_25.jpg,11,24,243,288,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,LEFT
89,AmrishPuri_27.jpg,52,17,234,289,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
90,AmrishPuri_3.jpg,51,23,259,315,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
91,AmrishPuri_30.jpg,10,22,228,334,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,LEFT
92,AmrishPuri_31.jpg,8,4,123,161,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,LEFT
93,AmrishPuri_32.jpg,24,21,263,366,Misc,AmrishPuri,MALE,ANGER,MIDDLE,LEFT
94,AmrishPuri_33.jpg,41,11,169,198,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
95,AmrishPuri_34.jpg,23,16,196,264,Misc,AmrishPuri,MALE,ANGER,MIDDLE,LEFT
96,AmrishPuri_37.jpg,39,4,131,168,Misc,AmrishPuri,MALE,ANGER,MIDDLE,RIGHT
97,AmrishPuri_38.jpg,12,5,102,133,Misc,AmrishPuri,MALE,ANGER,MIDDLE,LEFT
98,AmrishPuri_4.jpg,36,17,256,284,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
99,AmrishPuri_40.jpg,37,20,250,273,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
100,AmrishPuri_41.jpg,39,6,227,316,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
101,AmrishPuri_42.jpg,12,8,213,267,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
102,AmrishPuri_43.jpg,45,8,347,435,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
103,AmrishPuri_44.jpg,13,3,165,221,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,LEFT
104,AmrishPuri_45.jpg,15,8,167,201,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
105,AmrishPuri_47.jpg,35,6,209,270,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
106,AmrishPuri_48.jpg,37,17,164,225,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
107,AmrishPuri_49.jpg,42,12,159,221,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
108,AmrishPuri_5.jpg,43,22,250,315,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
109,AmrishPuri_50.jpg,49,10,344,454,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
110,AmrishPuri_52.jpg,41,17,365,455,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
111,AmrishPuri_54.jpg,72,33,259,365,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
112,AmrishPuri_55.jpg,80,26,248,340,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
113,AmrishPuri_57.jpg,10,6,217,304,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,LEFT
114,AmrishPuri_59.jpg,104,18,377,480,Misc,AmrishPuri,MALE,ANGER,MIDDLE,RIGHT
115,AmrishPuri_60.jpg,27,7,104,139,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
116,AmrishPuri_61.jpg,13,10,113,152,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,LEFT
117,AmrishPuri_63.jpg,28,14,189,238,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
118,AmrishPuri_66.jpg,78,28,391,447,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
119,AmrishPuri_68.jpg,17,4,217,233,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,RIGHT
120,AmrishPuri_69.jpg,7,3,145,207,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,LEFT
121,AmrishPuri_7.jpg,68,9,250,322,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
122,AmrishPuri_70.jpg,4,13,221,268,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,LEFT
123,AmrishPuri_71.jpg,9,14,152,248,Misc,AmrishPuri,MALE,ANGER,MIDDLE,LEFT
124,AmrishPuri_72.jpg,70,39,379,455,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
125,AmrishPuri_73.jpg,17,20,365,434,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
126,AmrishPuri_74.jpg,31,12,373,392,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
127,AmrishPuri_75.jpg,29,22,370,444,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
128,AmrishPuri_76.jpg,19,9,126,144,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,FRONTAL
129,AmrishPuri_77.jpg,30,29,166,185,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
130,AmrishPuri_78.jpg,40,37,381,430,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,FRONTAL
131,AmrishPuri_79.jpg,83,36,334,470,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
132,AmrishPuri_8.jpg,57,11,217,274,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,RIGHT
133,AmrishPuri_80.jpg,11,7,147,206,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,LEFT
134,AmrishPuri_81.jpg,13,12,234,315,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,LEFT
135,AmrishPuri_82.jpg,13,29,493,531,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
136,AmrishPuri_83.jpg,7,13,121,177,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,LEFT
137,AmrishPuri_84.jpg,77,18,348,476,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
138,AmrishPuri_85.jpg,16,30,334,488,Misc,AmrishPuri,MALE,ANGER,MIDDLE,LEFT
139,AmrishPuri_87.jpg,85,18,345,476,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
140,AmrishPuri_88.jpg,37,20,370,457,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
141,AmrishPuri_89.jpg,16,13,121,133,Misc,AmrishPuri,MALE,ANGER,MIDDLE,UP
142,AmrishPuri_9.jpg,6,8,110,151,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,LEFT
143,AmrishPuri_90.jpg,29,12,140,179,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
144,AmrishPuri_91.jpg,18,30,263,310,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
145,AmrishPuri_92.jpg,24,15,144,165,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
146,AmrishPuri_93.jpg,26,8,133,152,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
147,AmrishPuri_94.jpg,66,30,270,353,Misc,AmrishPuri,MALE,ANGER,MIDDLE,FRONTAL
148,AmrishPuri_95.jpg,31,12,135,157,Misc,AmrishPuri,MALE,HAPPINESS,MIDDLE,FRONTAL
149,AmrishPuri_96.jpg,103,34,195,328,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
150,AmrishPuri_97.jpg,18,13,116,173,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,LEFT
151,AmrishPuri_98.jpg,38,7,126,188,Misc,AmrishPuri,MALE,NEUTRAL,MIDDLE,FRONTAL
